;pH;sulphates;alcohol;quality
4168;3.32;0.41;12.4;6
4169;3.24;0.36;12.6;7
4170;2.9;0.44;8.7;7
4171;3.15;0.66;12.0;5
4172;3.27;0.57;11.6;6
4173;2.92;0.5;9.3;5
4174;3.06;0.58;9.3;6
4175;3.2;0.54;11.1;7
4176;3.1;0.69;10.2;6
4177;3.23;0.66;10.6;6
4178;3.16;0.42;11.3;7
4179;3.2;0.69;9.4;5
4180;3.09;0.5;9.3;6
4181;2.96;0.52;11.1;6
4182;3.13;0.65;9.9;6
4183;3.31;0.61;11.8;7
4184;3.26;0.64;12.6;7
4185;3.2;0.69;9.4;5
4186;3.06;0.68;10.5;5
4187;3.19;0.5;12.3;6
4188;3.32;0.62;11.3;6
4189;3.07;0.46;9.6;5
4190;3.2;0.33;12.0;6
4191;3.09;0.45;11.2;5
4192;3.12;0.33;10.2;6
4193;2.98;0.44;12.4;6
4194;3.12;0.33;10.2;6
4195;2.94;0.38;13.4;8
4196;3.24;0.35;12.6;6
4197;3.18;0.53;9.8;5
4198;2.94;0.45;9.1;5
4199;2.98;0.44;12.4;6
4200;3.03;0.43;12.5;6
4201;3.05;0.34;11.7;6
4202;3.29;0.46;12.9;6
4203;3.3;0.43;10.1;5
4204;3.06;0.5;10.3;6
4205;3.05;0.34;11.7;6
4206;3.24;0.41;10.3;6
4207;3.34;0.56;10.8;7
4208;3.25;0.51;11.2;6
4209;3.29;0.6;11.8;6
4210;3.08;0.54;9.8;6
4211;3.04;0.49;10.0;6
4212;3.24;0.39;8.8;4
4213;3.14;0.52;10.1;4
4214;3.05;0.5;9.5;5
4215;3.05;0.5;9.5;5
4216;3.05;0.5;9.5;5
4217;3.07;0.34;9.2;4
4218;2.92;0.74;12.2;6
4219;3.05;0.5;9.5;5
4220;3.22;0.53;11.3;6
4221;3.26;0.29;12.1;6
4222;3.07;0.34;9.2;4
4223;3.51;0.48;11.2;4
4224;3.29;0.44;12.5;7
4225;3.31;0.56;10.6;5
4226;3.25;0.61;10.4;7
4227;3.44;0.53;10.1;7
4228;3.11;0.56;9.9;6
4229;2.97;0.68;11.0;6
4230;2.94;0.63;10.0;6
4231;3.14;0.42;12.7;6
4232;3.07;0.35;12.1;6
4233;3.23;0.46;10.4;6
4234;3.24;0.47;10.4;6
4235;3.14;0.5;9.2;5
4236;3.14;0.5;9.2;5
4237;3.05;0.68;10.5;5
4238;3.14;0.5;9.2;5
4239;3.27;0.98;11.9;7
4240;3.08;0.4;10.1;6
4241;3.1;0.59;11.1;6
4242;3.13;0.74;10.8;7
4243;3.16;0.47;11.8;6
4244;3.04;0.48;9.2;5
4245;3.04;0.5;9.2;5
4246;3.07;0.54;12.3;6
4247;3.09;0.56;10.1;6
4248;3.25;0.45;11.4;6
4249;3.19;0.43;10.4;6
4250;3.2;0.35;9.8;6
4251;3.3;0.43;9.9;6
4252;3.2;0.35;9.8;6
4253;3.48;0.54;11.2;4
4254;3.15;0.46;10.9;5
4255;3.15;0.41;9.2;5
4256;3.15;0.41;9.2;5
4257;2.96;0.35;12.0;5
4258;2.96;0.34;12.1;6
4259;3.75;0.44;12.4;6
4260;3.22;0.4;11.2;6
4261;3.32;0.41;12.7;7
4262;3.26;0.47;12.2;6
4263;3.26;0.46;12.2;6
4264;3.23;0.37;12.2;6
4265;3.22;0.4;11.2;6
4266;3.32;0.41;12.7;7
4267;3.31;0.41;12.7;7
4268;3.17;0.36;12.1;6
4269;3.11;0.53;9.4;5
4270;3.07;0.5;10.1;6
4271;3.08;0.54;9.4;5
4272;3.22;0.46;8.9;6
4273;3.22;0.46;8.9;6
4274;3.22;0.46;8.9;6
4275;3.22;0.46;8.9;6
4276;3.56;0.45;13.0;7
4277;3.08;0.5;10.3;5
4278;3.07;0.45;10.1;4
4279;3.23;0.38;10.5;6
4280;3.22;0.46;8.9;6
4281;3.3;0.5;10.1;5
4282;3.3;0.5;10.1;5
4283;3.15;0.42;11.0;6
4284;3.15;0.42;11.0;6
4285;3.15;0.42;11.0;6
4286;3.15;0.42;11.0;6
4287;3.08;0.43;10.0;5
4288;2.88;0.54;10.5;6
4289;2.87;0.49;9.7;6
4290;3.3;0.5;10.1;5
4291;3.25;0.76;9.4;5
4292;3.17;0.55;11.2;6
4293;3.25;0.76;9.4;5
4294;3.1;0.55;10.8;5
4295;3.25;0.76;9.4;5
4296;3.17;0.55;11.2;6
4297;3.13;0.49;11.0;6
4298;3.44;0.46;12.4;6
4299;3.1;0.4;9.4;6
4300;3.1;0.4;9.4;5
4301;3.01;0.58;9.5;5
4302;3.05;0.52;10.0;6
4303;3.16;0.31;12.5;6
4304;3.39;0.59;10.9;6
4305;3.38;0.58;10.5;6
4306;3.22;0.37;10.8;6
4307;3.38;0.57;11.0;7
4308;3.33;0.61;11.8;6
4309;3.36;0.71;12.6;6
4310;3.17;0.39;10.2;6
4311;3.12;0.31;12.0;5
4312;3.16;0.31;12.5;6
4313;3.32;0.65;11.5;6
4314;3.2;0.39;11.94;7
4315;3.12;0.44;12.8933333333333;7
4316;3.13;0.4;9.4;5
4317;3.0;0.47;12.2;7
4318;3.2;0.39;11.94;7
4319;3.12;0.44;12.8933333333333;7
4320;3.16;0.5;9.5;5
4321;3.0;0.33;10.6;6
4322;3.04;0.68;10.5;7
4323;2.89;0.3;11.466666666666699;6
4324;3.4;0.41;11.4;6
4325;3.12;0.5;9.5;5
4326;3.11;0.52;9.2;5
4327;3.12;0.5;9.5;5
4328;3.23;0.53;10.98;5
4329;3.12;0.49;9.4;5
4330;3.12;0.5;9.5;5
4331;3.11;0.52;9.2;5
4332;2.94;0.41;8.8;8
4333;2.94;0.41;8.8;8
4334;2.94;0.41;8.8;8
4335;2.94;0.41;8.8;8
4336;2.94;0.41;8.8;8
4337;2.94;0.41;8.8;8
4338;2.94;0.41;8.8;8
4339;3.23;0.64;10.4;8
4340;2.94;0.41;8.8;8
4341;3.04;0.62;10.0333333333333;6
4342;3.44;0.69;11.3;6
4343;3.37;0.58;10.4;6
4344;2.96;0.43;9.2;6
4345;3.11;0.54;11.1;6
4346;2.96;0.43;9.2;6
4347;3.03;0.56;11.3;7
4348;2.98;0.47;9.1;6
4349;2.96;0.57;9.4;5
4350;2.82;0.59;13.2;6
4351;3.22;0.38;12.7;6
4352;3.18;0.47;10.7;5
4353;3.11;0.42;11.433333333333302;6
4354;3.27;0.45;11.1;6
4355;3.22;0.38;12.7;6
4356;3.25;0.51;10.5333333333333;5
4357;3.31;0.52;11.6;6
4358;3.18;0.48;9.53333333333333;5
4359;3.17;0.44;9.8;6
4360;3.18;0.47;10.7;5
4361;3.22;0.65;12.0;6
4362;3.12;0.37;12.8;6
4363;3.14;0.4;9.5;5
4364;2.99;0.34;10.933333333333302;6
4365;2.86;0.41;9.1;5
4366;3.26;0.42;12.6;6
4367;3.14;0.4;9.5;5
4368;2.98;0.3;10.9;6
4369;2.99;0.34;10.933333333333302;6
4370;3.02;0.44;9.6;5
4371;3.18;0.56;9.3;5
4372;3.05;0.37;11.3666666666667;6
4373;3.14;0.44;12.5;6
4374;3.16;0.5;9.5;5
4375;3.22;0.54;11.0;6
4376;3.02;0.53;9.4;5
4377;3.21;0.76;11.333333333333302;6
4378;2.94;0.51;8.8;5
4379;3.02;0.53;9.4;5
4380;3.31;0.5;11.066666666666698;6
4381;3.22;0.49;12.2;6
4382;3.2;0.53;11.0;6
4383;3.21;0.76;11.333333333333302;6
4384;3.23;0.48;9.5;5
4385;3.23;0.48;9.5;5
4386;3.28;0.52;11.0;6
4387;3.11;0.75;11.2;6
4388;3.08;0.36;9.3;6
4389;3.05;0.31;10.8;4
4390;3.14;0.51;9.2;5
4391;3.25;0.77;9.4;5
4392;3.14;0.51;9.2;5
4393;3.25;0.35;10.5;6
4394;3.26;0.35;10.8;6
4395;3.1;0.67;9.4;5
4396;3.11;0.6;9.8;5
4397;3.11;0.6;9.8;5
4398;3.11;0.6;9.8;5
4399;3.1;0.67;9.4;5
4400;3.11;0.6;9.8;5
4401;3.02;0.96;12.1;6
4402;3.17;0.41;12.3;6
4403;3.19;0.42;9.73333333333333;5
4404;3.21;0.36;9.4;5
4405;3.21;0.36;9.4;5
4406;3.17;0.36;12.8;7
4407;2.92;0.47;11.05;6
4408;3.21;0.36;9.4;5
4409;3.17;0.36;12.8;7
4410;3.11;0.46;9.73333333333333;5
4411;3.23;0.58;13.1;7
4412;3.04;0.52;11.5;7
4413;3.23;0.58;13.1;7
4414;3.04;0.52;11.5;7
4415;3.08;0.5;9.1;5
4416;3.11;0.46;9.75;5
4417;3.19;0.48;10.5;6
4418;3.08;0.46;8.8;6
4419;3.08;0.46;8.8;6
4420;3.08;0.46;8.8;6
4421;3.08;0.46;8.8;6
4422;3.19;0.48;10.5;6
4423;3.19;0.48;10.5;6
4424;3.08;0.46;8.8;6
4425;3.22;0.49;9.9;6
4426;3.22;0.49;9.9;6
4427;3.11;0.58;9.9;5
4428;3.2;0.42;12.2;6
4429;3.27;0.47;10.8;6
4430;2.96;0.39;8.7;5
4431;3.21;0.47;13.2;6
4432;3.15;0.38;12.7;6
4433;3.21;0.44;9.4;5
4434;3.25;0.53;11.2;6
4435;3.24;0.56;11.333333333333302;6
4436;3.36;0.58;11.9;6
4437;3.24;0.56;11.35;6
4438;3.22;0.39;10.5;5
4439;3.09;0.49;9.8;5
4440;3.06;0.54;9.1;5
4441;3.16;0.37;12.4;6
4442;3.06;0.54;9.1;5
4443;3.09;0.49;9.8;5
4444;3.39;0.4;11.3;6
4445;3.39;0.4;11.3;6
4446;3.48;0.34;13.1;6
4447;3.04;0.37;12.5;6
4448;3.18;0.54;10.3;5
4449;3.23;0.43;10.7;6
4450;3.05;0.65;10.4;6
4451;3.22;0.48;9.5;5
4452;3.24;0.45;9.8;5
4453;3.04;0.37;12.5;6
4454;3.0;0.43;9.4;6
4455;3.14;0.5;9.0;5
4456;3.14;0.5;9.0;5
4457;3.14;0.5;9.0;5
4458;3.24;0.48;13.0;7
4459;3.27;0.5;9.9;5
4460;3.0;0.43;9.4;6
4461;3.27;0.56;10.6;6
4462;3.23;0.47;13.4;6
4463;3.12;0.35;12.5;6
4464;3.11;0.49;9.3;5
4465;3.11;0.49;9.3;5
4466;3.36;0.52;11.0;5
4467;3.2;0.48;10.3;5
4468;3.24;0.57;11.3;6
4469;3.03;0.63;10.9;6
4470;3.76;0.49;11.3;6
4471;3.36;0.47;12.1;6
4472;3.18;0.65;11.1;5
4473;3.11;0.63;9.8;5
4474;3.2;0.45;10.1;6
4475;3.26;0.58;12.4;6
4476;3.11;0.52;12.7;6
4477;3.14;0.5;9.6;5
4478;3.14;0.5;9.6;5
4479;3.24;0.46;9.1;5
4480;3.1;0.35;12.8;5
4481;3.14;0.5;9.6;5
4482;3.18;0.37;12.4;6
4483;3.23;0.58;9.55;4
4484;3.24;0.46;9.1;5
4485;3.29;0.65;12.5;6
4486;3.16;0.4;9.9;6
4487;3.47;0.52;11.2;6
4488;3.13;0.4;13.0;6
4489;3.13;0.4;13.0;6
4490;3.2;0.44;11.7;6
4491;2.97;0.7;13.1;6
4492;3.08;0.66;12.0;6
4493;3.36;0.55;10.55;6
4494;3.04;0.39;11.45;6
4495;3.18;0.64;10.2;6
4496;3.04;0.39;11.45;6
4497;3.1;0.4;9.3;5
4498;3.09;0.54;10.8;5
4499;3.27;0.45;12.2;6
4500;3.2;0.55;11.0;6
4501;3.35;0.54;10.4;6
4502;3.14;0.51;11.4;6
4503;3.26;0.72;14.05;7
4504;3.03;0.42;10.7;5
4505;3.15;0.52;10.2;5
4506;3.22;0.69;11.2;6
4507;3.4;0.51;12.333333333333302;5
4508;3.2;0.38;11.5;4
4509;3.07;0.55;9.5;5
4510;3.24;0.56;13.4;6
4511;3.36;0.4;12.5;6
4512;3.36;0.4;12.5;6
4513;3.12;0.42;11.2;6
4514;3.19;0.5;8.8;5
4515;3.06;0.59;11.2;6
4516;3.16;0.48;12.7;6
4517;3.0;0.38;9.8;6
4518;3.14;0.36;9.8;6
4519;3.32;0.42;11.7;6
4520;3.19;0.46;9.8;5
4521;3.17;0.51;9.6;5
4522;3.14;0.36;9.8;6
4523;3.12;0.37;9.7;5
4524;3.16;0.38;10.0;6
4525;3.32;0.42;11.7;6
4526;3.32;0.38;12.3;6
4527;3.0;0.38;9.8;6
4528;3.03;0.38;9.0;6
4529;3.06;0.45;9.1;6
4530;3.06;0.45;9.1;6
4531;3.06;0.45;9.1;6
4532;3.32;0.33;11.4;6
4533;3.14;0.35;10.5;5
4534;3.13;0.3;12.4;6
4535;3.06;0.45;9.1;6
4536;3.06;0.45;9.1;6
4537;3.18;0.52;10.1;5
4538;2.99;0.39;10.9;6
4539;3.13;0.35;11.05;5
4540;3.26;0.58;12.75;6
4541;3.36;0.37;12.7;6
4542;3.05;0.54;11.1;5
4543;3.05;0.54;11.1;5
4544;3.26;0.58;12.75;6
4545;3.19;0.31;13.0;6
4546;2.96;0.61;12.0;6
4547;3.35;0.35;11.5;6
4548;3.39;0.6;10.5;5
4549;3.05;0.54;11.1;5
4550;3.1;0.46;11.1;6
4551;3.11;0.47;11.1;6
4552;3.22;0.73;13.1;6
4553;3.26;0.58;12.75;6
4554;3.36;0.37;12.7;6
4555;3.09;0.44;9.6;5
4556;3.26;0.72;11.7;5
4557;3.17;0.59;9.7;6
4558;3.38;0.59;10.9;6
4559;3.34;0.54;10.7;7
4560;3.33;0.54;13.8;6
4561;3.11;0.48;12.15;6
4562;3.49;0.42;10.8;7
4563;3.4;0.34;10.7;7
4564;3.16;0.48;10.8;7
4565;3.66;0.55;10.8;5
4566;3.03;0.49;12.0;5
4567;3.66;0.55;10.8;5
4568;3.23;0.44;12.2;6
4569;3.18;0.55;9.4;6
4570;3.3;0.4;11.4;6
4571;3.35;0.38;12.5;7
4572;3.2;0.46;13.05;7
4573;3.1;0.4;12.4;6
4574;3.08;0.56;12.9;7
4575;3.34;0.59;12.0;7
4576;3.19;0.38;11.3;5
4577;3.21;0.49;10.0;6
4578;3.42;0.64;11.8;7
4579;2.99;0.69;9.4;6
4580;2.97;0.66;8.8;6
4581;3.46;0.43;11.1;6
4582;3.1;1.01;10.5;6
4583;2.86;0.49;9.3;6
4584;3.02;0.54;11.4;6
4585;3.41;0.64;11.8;6
4586;3.28;0.36;12.4;6
4587;3.12;0.36;11.6;6
4588;3.26;0.58;11.1;5
4589;3.28;0.36;12.4;6
4590;3.22;0.49;11.1;6
4591;3.01;0.55;11.0;6
4592;3.12;0.46;12.2;6
4593;3.2;0.56;11.0;6
4594;3.32;0.47;12.9;6
4595;3.07;0.42;10.9;6
4596;3.22;0.59;13.4;6
4597;3.15;0.5;10.7;6
4598;3.2;0.56;11.0;6
4599;3.3;0.39;11.4;7
4600;3.0;0.47;10.2;6
4601;2.8;0.54;11.0;6
4602;3.06;0.43;9.1;6
4603;3.18;0.4;11.0;6
4604;3.11;0.37;11.5;6
4605;3.16;0.59;12.0;6
4606;3.04;0.58;11.2;5
4607;3.12;0.39;11.2;6
4608;2.9;0.69;12.6;7
4609;3.14;0.4;11.0;4
4610;3.22;0.48;10.8;6
4611;3.25;0.48;10.9;5
4612;3.16;0.49;9.8;5
4613;3.15;0.48;9.8;5
4614;2.9;0.49;9.5;5
4615;3.26;0.47;11.266666666666698;7
4616;3.01;0.62;10.8;5
4617;3.36;0.77;13.4;7
4618;3.26;0.47;11.3;7
4619;3.22;0.48;8.9;5
4620;3.07;0.42;11.2;6
4621;3.22;0.52;11.5;7
4622;3.26;0.55;13.0;7
4623;3.36;0.73;12.6;6
4624;3.26;0.52;13.1;6
4625;3.05;0.48;11.2;5
4626;3.39;0.49;11.7;6
4627;3.18;0.5;10.9;6
4628;3.18;0.5;10.9;6
4629;3.04;0.45;11.6;7
4630;3.23;0.53;10.4;7
4631;3.22;0.58;10.9;7
4632;3.39;0.49;11.7;6
4633;3.23;0.64;10.8;6
4634;3.11;0.59;11.2;6
4635;3.25;0.49;10.0;6
4636;3.28;0.57;10.5666666666667;5
4637;3.04;0.64;11.733333333333302;6
4638;3.28;0.57;10.6;5
4639;3.26;0.54;10.5;6
4640;3.04;0.64;11.75;6
4641;3.01;0.63;11.4;6
4642;3.37;0.43;12.4;7
4643;3.24;0.5;10.1;6
4644;3.09;0.47;12.3;6
4645;3.32;0.32;13.1;7
4646;3.29;0.55;10.65;7
4647;3.36;0.48;11.4;7
4648;3.11;0.57;9.3;5
4649;3.44;0.44;10.2;5
4650;3.44;0.44;10.2;5
4651;3.26;0.58;13.1;7
4652;3.24;0.5;9.6;5
4653;3.1;0.47;12.8;7
4654;3.09;0.59;10.966666666666699;7
4655;3.09;0.59;10.966666666666699;7
4656;3.09;0.59;10.966666666666699;7
4657;3.09;0.59;11.0;7
4658;3.21;0.47;13.4;6
4659;2.87;0.48;11.2;6
4660;3.27;0.63;12.4;6
4661;3.09;0.47;11.2;5
4662;3.14;0.41;12.4;6
4663;3.32;0.58;10.1333333333333;7
4664;3.32;0.58;10.1333333333333;7
4665;3.14;0.41;12.4;6
4666;3.17;0.44;9.1;5
4667;3.32;0.58;10.15;7
4668;3.32;0.58;10.15;7
4669;3.46;0.44;11.5;5
4670;3.08;0.54;8.9;6
4671;3.47;0.46;10.4666666666667;5
4672;3.47;0.46;10.4666666666667;5
4673;3.28;0.51;11.8;7
4674;3.35;0.58;11.6333333333333;7
4675;3.29;0.62;10.6;6
4676;3.18;0.52;9.6;6
4677;3.28;0.51;11.8;7
4678;3.08;0.54;8.9;6
4679;3.47;0.46;10.5;5
4680;3.17;0.39;10.2;4
4681;3.29;0.33;13.1;6
4682;3.11;0.31;11.8;6
4683;3.06;0.37;12.2;6
4684;3.44;0.44;11.45;6
4685;3.23;0.49;10.5;5
4686;3.17;0.39;10.2;4
4687;2.88;0.36;9.0;6
4688;2.88;0.36;9.0;6
4689;2.88;0.36;9.0;6
4690;2.88;0.36;9.0;6
4691;2.93;0.52;9.1;7
4692;3.38;0.54;8.8;5
4693;2.88;0.36;9.0;6
4694;2.93;0.52;9.1;7
4695;3.13;0.65;12.9;7
4696;3.19;0.96;13.0;6
4697;3.13;0.65;12.9;7
4698;3.04;0.46;9.2;6
4699;3.1;0.56;9.8;5
4700;3.1;0.56;9.8;5
4701;3.26;0.38;10.1;6
4702;3.26;0.38;10.1;6
4703;3.33;0.42;10.9;7
4704;3.2;0.51;9.6;6
4705;3.36;0.37;10.4;6
4706;3.03;0.3;11.8;7
4707;3.4;0.38;10.8;6
4708;3.28;0.57;10.6;6
4709;3.35;0.5;12.7;6
4710;3.3;0.43;12.2;7
4711;3.4;0.38;10.8;6
4712;3.36;0.37;10.4;6
4713;3.25;0.47;11.1;6
4714;3.03;0.3;11.8;7
4715;3.29;0.31;10.0;6
4716;3.12;0.59;10.8;6
4717;3.31;0.4;10.3;6
4718;3.24;0.48;9.9;6
4719;3.29;0.31;10.0;6
4720;3.11;0.56;12.25;5
4721;3.34;0.52;10.2;6
4722;3.06;0.5;9.4;6
4723;3.18;0.46;9.7;6
4724;3.34;0.52;10.2;6
4725;3.04;0.65;10.4;6
4726;3.49;0.74;12.2;6
4727;3.06;0.5;9.4;6
4728;3.12;0.4;10.6;6
4729;3.27;0.47;10.7;5
4730;3.24;0.49;11.85;5
4731;3.34;0.46;11.7;6
4732;3.34;0.46;11.7;6
4733;3.55;0.44;10.15;6
4734;3.33;0.44;11.6333333333333;6
4735;3.22;0.54;10.8;6
4736;3.22;0.54;10.8;6
4737;3.25;0.26;12.3;7
4738;3.36;0.66;12.5;6
4739;3.33;0.44;11.65;6
4740;3.24;0.49;9.6;5
4741;3.24;0.46;10.9;6
4742;3.23;0.46;10.8;6
4743;3.32;0.44;11.2;5
4744;3.67;0.57;10.0;5
4745;3.44;0.64;10.5;3
4746;2.86;0.46;9.1;6
4747;3.23;0.49;10.5;6
4748;3.12;0.61;9.3;5
4749;3.13;0.62;9.3;6
4750;3.32;0.44;11.2;5
4751;3.14;0.62;10.6;6
4752;3.23;0.64;12.1;7
4753;3.43;0.77;12.0;6
4754;3.16;0.5;9.7;6
4755;3.12;0.48;12.4;6
4756;3.18;0.47;13.6;7
4757;3.18;0.47;13.6;7
4758;2.98;0.53;11.8;6
4759;3.16;0.37;10.0;6
4760;3.16;0.37;10.0;6
4761;3.12;0.38;9.1;6
4762;3.47;0.42;11.9;7
4763;3.31;0.58;11.75;7
4764;3.24;0.41;11.4;6
4765;3.56;0.48;13.0;8
4766;3.27;0.5;12.4;8
4767;3.3;0.42;9.4;7
4768;3.16;0.5;9.6;6
4769;3.16;0.5;9.6;6
4770;3.16;0.5;9.6;6
4771;3.16;0.5;9.6;6
4772;3.16;0.51;9.1;5
4773;3.24;0.37;12.0;7
4774;3.16;0.46;11.2;4
4775;3.32;0.47;10.1;6
4776;3.13;0.45;10.3;6
4777;3.16;0.56;12.3;6
4778;2.97;0.4;10.55;6
4779;3.1;0.4;10.9;4
4780;3.15;0.48;9.7;5
4781;3.14;0.48;9.8;5
4782;3.04;0.53;8.9;6
4783;3.04;0.53;8.9;6
4784;3.02;0.59;10.2;5
4785;3.01;0.36;11.7;7
4786;3.46;0.36;12.8;8
4787;3.57;0.36;12.8;8
4788;3.02;0.59;10.2;5
4789;3.15;0.39;13.55;6
4790;3.13;0.38;11.6;6
4791;3.04;0.53;8.9;6
4792;3.53;0.92;13.8;6
4793;3.19;0.5;9.4;6
4794;3.18;0.49;9.4;5
4795;3.17;0.55;10.7;7
4796;3.17;0.55;10.7;7
4797;3.31;0.5;12.3;6
4798;3.16;0.43;10.3;5
4799;3.11;0.42;10.4;6
4800;3.31;0.45;11.6;7
4801;3.17;0.55;10.7;7
4802;3.36;0.33;12.8;8
4803;3.18;0.53;11.9;7
4804;3.24;0.35;12.1;4
4805;3.23;0.41;9.2;6
4806;2.93;0.62;9.5;6
4807;2.91;0.57;11.0;6
4808;3.19;0.5;10.9;5
4809;3.21;0.62;10.4;6
4810;3.42;0.52;9.1;5
4811;3.32;0.62;11.4;6
4812;3.35;0.43;11.4;7
4813;3.1;0.45;9.7;5
4814;3.18;0.67;12.4;6
4815;3.2;0.94;13.7;7
4816;2.91;0.43;10.6;6
4817;3.2;0.63;11.2;6
4818;3.24;0.95;13.1333333333333;6
4819;3.18;0.67;12.4;6
4820;3.1;0.45;9.7;5
4821;3.19;0.45;11.0;6
4822;3.18;0.45;11.3;6
4823;3.2;0.46;12.0;7
4824;3.23;0.47;9.2;5
4825;3.48;0.57;10.7;6
4826;3.48;0.57;10.7;6
4827;3.1;0.76;11.4;6
4828;3.23;0.47;9.2;5
4829;3.1;0.43;12.1;7
4830;3.23;0.35;11.1;6
4831;3.27;0.43;9.7;6
4832;3.24;0.36;10.7;5
4833;3.49;0.58;10.9;6
4834;3.36;0.56;12.0;7
4835;3.47;0.56;10.6;6
4836;3.11;0.49;9.6;5
4837;3.03;0.42;13.1;6
4838;3.38;0.51;11.0;6
4839;3.52;0.4;11.6;4
4840;3.28;0.35;11.95;7
4841;3.44;0.62;11.1;6
4842;3.17;0.36;11.5;6
4843;3.21;0.4;11.3;5
4844;3.28;0.34;11.9;6
4845;3.18;0.6;9.5;5
4846;3.29;0.46;12.2;6
4847;3.41;0.4;12.2;7
4848;3.05;0.56;11.1;6
4849;3.1;0.48;9.6;5
4850;3.05;0.56;11.1;6
4851;3.1;0.48;9.6;5
4852;3.3;0.73;11.4;5
4853;3.32;0.62;11.4;5
4854;3.1;0.59;12.066666666666698;6
4855;2.9;0.46;9.0;6
4856;2.9;0.46;9.0;6
4857;3.08;0.42;11.4;6
4858;3.12;0.45;9.6;5
4859;3.03;0.37;11.0;6
4860;3.04;0.38;11.0;6
4861;3.23;0.56;11.2;6
4862;3.31;0.47;11.55;6
4863;3.2;0.5;13.3;7
4864;3.3;0.47;9.63333333333333;5
4865;3.06;0.46;13.6;6
4866;3.29;0.55;11.2;6
4867;3.27;0.38;13.0;6
4868;3.31;0.64;10.8;6
4869;3.19;0.51;9.8;6
4870;3.15;0.36;11.45;7
4871;3.37;0.55;12.05;6
4872;3.14;0.6;9.7;5
4873;3.33;0.52;11.9;6
4874;3.49;0.49;10.0;6
4875;3.12;0.41;9.7;6
4876;3.36;0.59;11.6;7
4877;3.25;0.36;8.8;5
4878;3.24;0.35;9.5;4
4879;3.15;0.5;9.53333333333333;6
4880;3.15;0.5;9.53333333333333;6
4881;3.07;0.5;9.4;6
4882;3.26;0.38;10.7;5
4883;3.27;0.35;11.5;6
4884;3.14;0.5;9.6;5
4885;3.15;0.5;9.55;6
4886;3.21;1.08;12.15;7
4887;3.04;0.79;13.0;7
4888;3.04;0.54;9.2;5
4889;3.07;0.5;9.4;6
4890;3.06;0.44;11.8;6
4891;3.24;0.46;10.6;6
4892;3.29;0.54;9.7;5
4893;3.27;0.5;11.2;6
4894;3.15;0.46;9.6;5
4895;2.99;0.46;9.4;6
4896;3.34;0.38;12.8;7
4897;3.26;0.32;11.8;6
