;fixed acidity;volatile acidity;citric acid;residual sugar
3787;6.4;0.34;0.44;8.2
3788;6.6;0.27;0.52;8.1
3789;6.6;0.26;0.52;8.2
3790;6.4;0.27;0.45;8.3
3791;6.5;0.26;0.5;8.0
3792;6.8;0.25;0.3;11.8
3793;6.3;0.32;0.26;12.0
3794;5.5;0.24;0.45;1.7
3795;6.5;0.25;0.27;17.4
3796;6.6;0.13;0.29;13.9
3797;7.0;0.39;0.21;10.7
3798;7.9;0.21;0.39;2.0
3799;7.0;0.3;0.28;2.2
3800;8.1;0.2;0.3;1.3
3801;8.3;0.18;0.3;1.1
3802;7.9;0.21;0.39;2.0
3803;7.2;0.17;0.34;6.4
3804;8.1;0.2;0.3;1.3
3805;8.3;0.18;0.3;1.1
3806;7.0;0.39;0.21;10.7
3807;6.8;0.21;0.62;6.4
3808;6.9;0.21;0.62;
3809;7.2;0.17;0.34;6.4
3810;6.8;0.26;0.34;15.1
3811;7.2;0.28;0.38;2.0
3812;7.9;0.21;0.39;2.0
3813;7.0;0.3;0.28;2.2
3814;7.4;0.34;0.28;12.1
3815;6.3;0.43;0.32;8.8
3816;6.8;0.41;0.3;8.8
3817;6.3;0.4;0.24;5.1
3818;5.1;0.35;0.26;6.8
3819;5.1;0.35;0.26;6.8
3820;6.3;0.3;0.2;3.7
3821;6.9;0.28;0.28;12.2
3822;7.0;0.33;0.28;5.7
3823;6.7;0.26;0.49;8.1
3824;7.3;0.24;0.3;2.5
3825;6.7;0.46;0.21;4.0
3826;5.1;0.35;0.26;6.8
3827;5.1;0.23;0.18;1.0
3828;6.3;0.4;0.24;
3829;7.1;0.44;0.23;5.8
3830;4.8;0.26;0.23;10.6
3831;6.8;0.31;0.19;3.5
3832;6.8;0.31;0.19;3.5
3833;7.0;0.15;0.29;16.4
3834;6.5;0.41;0.22;4.8
3835;6.2;0.31;0.23;3.3
3836;8.0;0.27;0.33;1.2
3837;8.0;0.27;0.33;1.2
3838;6.5;0.41;0.22;4.8
3839;6.2;0.31;0.23;3.3
3840;6.7;0.37;0.25;
3841;6.6;0.21;0.5;8.7
3842;7.5;0.26;0.31;1.6
3843;7.5;0.34;0.28;4.0
3844;6.7;0.37;0.25;2.5
3845;6.4;0.32;0.23;16.2
3846;6.7;0.24;0.32;9.0
3847;6.4;0.32;0.23;16.2
3848;7.1;0.39;0.79;1.4
3849;8.2;0.31;0.43;7.0
3850;6.7;0.24;0.32;9.0
3851;5.9;0.17;0.29;3.1
3852;5.9;0.2;0.23;1.5
3853;6.6;0.32;0.26;4.6
3854;5.9;0.12;0.27;4.8
3855;5.9;0.18;0.29;4.6
3856;5.9;0.2;0.23;1.5
3857;5.4;0.17;0.27;2.7
3858;6.1;0.21;0.3;6.3
3859;7.3;0.25;0.26;7.2
3860;7.3;0.25;0.26;7.2
3861;6.2;0.22;0.3;12.4
3862;6.5;0.27;0.19;6.6
3863;6.5;0.27;0.19;6.6
3864;6.6;0.39;0.22;4.0
3865;6.0;0.31;0.38;4.8
3866;8.4;0.23;0.32;1.3
3867;7.3;0.25;0.26;7.2
3868;6.0;0.22;0.25;11.1
3869;6.2;0.22;0.3;12.4
3870;6.1;0.23;0.27;9.8
3871;6.5;0.27;0.19;6.6
3872;7.3;0.36;0.54;
3873;7.6;0.37;0.51;11.7
3874;6.7;0.26;0.51;8.0
3875;7.4;0.22;0.27;1.6
3876;6.1;0.22;0.28;16.55
3877;7.1;0.28;0.31;1.5
3878;6.5;0.35;0.31;10.2
3879;6.8;0.73;0.2;6.6
3880;6.0;0.28;0.24;17.8
3881;6.0;0.28;0.24;17.8
3882;7.1;0.2;0.37;1.5
3883;6.8;0.33;0.31;7.4
3884;6.0;0.28;0.24;17.8
3885;7.2;0.24;0.36;2.0
3886;6.8;0.33;0.31;7.4
3887;7.2;0.24;0.36;2.0
3888;6.0;0.28;0.24;17.8
3889;6.2;0.27;0.26;12.1
3890;6.4;0.38;0.26;8.2
3891;7.1;0.2;0.37;1.5
3892;6.0;0.21;0.3;8.7
3893;7.0;0.34;0.1;3.5
3894;5.9;0.435;0.16;6.4
3895;7.0;0.25;0.33;
3896;6.7;0.26;0.29;7.7
3897;7.0;0.24;0.3;12.3
3898;8.5;0.23;0.34;
3899;6.0;0.21;0.3;8.7
3900;7.0;0.34;0.1;3.5
3901;4.8;0.65;0.12;1.1
3902;6.1;0.22;0.38;2.8
3903;5.8;0.27;0.26;3.5
3904;5.0;0.455;0.18;1.9
3905;6.5;0.33;0.3;3.8
3906;6.5;0.33;0.3;3.8
3907;6.7;0.31;0.3;2.4
3908;6.2;0.39;0.24;4.8
3909;6.2;0.39;0.24;4.8
3910;7.1;0.37;0.3;6.2
3911;7.2;0.23;0.82;1.3
3912;6.5;0.33;0.3;3.8
3913;7.2;0.25;0.32;1.5
3914;6.2;0.39;0.24;
3915;4.7;0.455;0.18;1.9
3916;7.1;0.37;0.3;6.2
3917;6.2;0.28;0.51;7.9
3918;6.4;0.35;0.28;1.6
3919;6.6;0.31;0.28;1.4
3920;7.4;0.25;0.37;2.6
3921;7.3;0.36;0.34;14.8
3922;6.7;0.31;0.3;2.4
3923;8.6;0.31;0.3;0.9
3924;8.6;0.31;0.3;0.9
3925;8.6;0.22;0.33;
3926;6.9;0.14;0.29;9.9
3927;6.5;0.22;0.31;3.9
3928;6.6;0.32;0.47;15.6
3929;6.6;0.32;0.47;
3930;6.1;0.28;0.26;1.5
3931;6.2;0.3;0.28;1.6
3932;6.9;0.22;0.28;7.8
3933;8.7;0.31;0.21;5.6
3934;7.3;0.27;0.3;1.3
3935;7.0;0.46;0.2;
3936;5.7;0.23;0.25;7.95
3937;6.5;0.36;0.36;6.7
3938;8.2;0.18;0.38;1.1
3939;6.2;0.27;0.32;6.3
3940;6.9;0.4;0.37;8.9
3941;4.9;0.345;0.34;1.0
3942;7.2;0.23;0.39;1.5
3943;6.4;0.2;0.15;6.6
3944;6.1;0.27;0.32;6.2
3945;6.2;0.27;0.32;6.3
3946;6.0;0.3;0.33;2.1
3947;6.1;0.3;0.32;2.2
3948;5.7;0.14;0.3;5.4
3949;6.9;0.4;0.37;8.9
3950;4.9;0.345;0.34;1.0
3951;6.3;0.33;0.2;17.9
3952;7.0;0.16;0.3;2.6
3953;8.4;0.22;0.3;
3954;6.3;0.33;0.2;17.9
3955;7.0;0.16;0.3;
3956;5.4;0.24;0.18;2.3
3957;7.7;0.31;0.36;4.3
3958;5.6;0.185;0.19;7.1
3959;5.6;0.185;0.19;7.1
3960;6.6;0.43;0.24;11.9
3961;7.6;0.39;0.46;
3962;7.2;0.58;0.27;5.8
3963;6.0;0.34;0.32;3.8
3964;7.5;0.35;0.48;12.4
3965;7.3;0.38;0.23;6.5
3966;5.4;0.185;0.19;7.1
3967;6.3;0.27;0.51;7.6
3968;6.5;0.29;0.52;7.9
3969;6.4;0.17;0.3;2.8
3970;6.7;0.18;0.31;10.6
3971;6.4;0.17;0.3;2.8
3972;6.8;0.37;0.67;1.5
3973;6.3;0.27;0.51;7.6
3974;6.5;0.29;0.52;7.9
3975;6.1;0.24;0.26;
3976;7.0;0.32;0.29;7.6
3977;6.9;0.27;0.25;7.5
3978;6.5;0.29;0.53;1.7
3979;6.5;0.29;0.52;1.7
3980;6.1;0.22;0.25;
3981;6.3;0.22;0.27;4.5
3982;6.1;0.24;0.26;1.7
3983;5.6;0.23;0.25;8.0
3984;7.0;0.32;0.29;7.6
3985;6.8;0.11;0.27;
3986;6.8;0.11;0.27;8.6
3987;7.3;0.23;0.41;14.6
3988;6.1;0.2;0.17;1.6
3989;6.8;0.11;0.27;8.6
3990;7.3;0.23;0.41;14.6
3991;6.9;0.2;0.41;1.1
3992;6.7;0.19;0.32;3.7
3993;6.7;0.28;0.34;
3994;6.7;0.28;0.34;8.9
3995;8.0;0.37;0.31;4.7
3996;6.7;0.28;0.34;8.9
3997;6.0;0.26;0.29;3.1
3998;6.4;0.24;0.49;5.8
3999;6.4;0.24;0.49;5.8
4000;6.4;0.24;0.49;5.8
4001;6.4;0.25;0.57;
4002;6.1;0.25;0.48;15.8
4003;6.8;0.14;0.35;1.5
4004;6.5;0.38;0.26;5.2
4005;6.8;0.14;0.35;1.5
4006;5.4;0.15;0.32;2.5
4007;6.4;0.25;0.57;1.0
4008;6.1;0.25;0.48;15.8
4009;6.8;0.22;0.32;5.9
4010;7.2;0.21;0.29;3.1
4011;6.0;0.26;0.29;3.1
4012;6.4;0.24;0.49;
4013;6.5;0.46;0.24;11.5
4014;6.5;0.18;0.48;
4015;6.2;0.32;0.12;4.8
4016;7.2;0.4;0.24;
4017;5.9;0.23;0.24;1.6
4018;6.4;0.18;0.48;18.0
4019;6.2;0.32;0.12;4.8
4020;6.4;0.37;0.12;5.9
4021;7.0;0.23;0.42;1.1
4022;7.2;0.4;0.24;8.5
4023;7.6;0.19;0.37;13.1
4024;6.0;0.28;0.27;4.1
4025;6.2;0.32;0.45;2.9
4026;7.6;0.19;0.37;13.1
4027;6.4;0.26;0.26;1.1
4028;5.9;0.25;0.27;1.5
4029;6.1;0.28;0.3;7.75
4030;6.9;0.19;0.38;1.15
4031;6.4;0.29;0.57;1.0
4032;6.8;0.27;0.22;17.8
4033;7.5;0.26;0.38;5.7
4034;6.8;0.27;0.22;17.8
4035;6.4;0.2;0.22;7.4
4036;7.3;0.33;0.22;1.4
4037;7.3;0.34;0.22;1.4
4038;6.4;0.29;0.57;1.0
4039;6.1;1.1;0.16;4.4
4040;6.3;0.24;0.29;1.6
4041;6.2;0.24;0.22;7.9
4042;7.4;0.16;0.27;15.5
4043;7.4;0.16;0.27;15.5
4044;7.4;0.16;0.27;15.5
4045;7.4;0.16;0.27;15.5
4046;7.2;0.17;0.28;17.55
4047;6.9;0.19;0.35;13.5
4048;6.9;0.19;0.35;13.5
4049;6.8;0.16;0.36;1.3
4050;7.4;0.16;0.27;15.5
4051;6.8;0.3;0.27;11.6
4052;6.2;0.24;0.22;7.9
4053;7.4;0.16;0.27;15.5
4054;7.2;0.17;0.28;17.55
4055;6.8;0.3;0.27;
4056;6.5;0.43;0.18;13.15
4057;6.6;0.17;0.36;1.9
4058;6.9;0.19;0.35;13.5
4059;6.8;0.16;0.36;1.3
4060;6.4;0.41;0.01;
4061;6.4;0.41;0.01;6.1
4062;7.4;0.36;0.32;1.9
4063;6.1;0.17;0.21;
4064;5.5;0.28;0.21;
4065;6.6;0.5;0.26;11.3
4066;7.1;0.44;0.27;8.4
4067;6.9;0.38;0.28;8.3
4068;7.1;0.44;0.27;8.4
4069;6.2;0.24;0.28;12.2
4070;6.1;0.28;0.27;8.0
4071;7.6;0.26;0.32;1.3
4072;7.5;0.16;0.38;12.7
4073;6.5;0.36;0.16;
4074;6.6;0.35;0.19;10.5
4075;5.7;0.25;0.26;12.5
4076;7.4;0.37;0.26;
4077;5.7;0.25;0.21;1.5
4078;5.8;0.23;0.21;
4079;5.4;0.265;0.28;7.8
4080;5.7;0.25;0.27;10.8
4081;5.7;0.25;0.26;12.5
4082;5.9;0.23;0.28;8.6
4083;6.2;0.3;0.32;1.2
4084;6.5;0.33;0.24;14.5
4085;7.4;0.26;0.29;3.7
4086;7.0;0.2;0.4;1.1
4087;6.5;0.21;0.42;1.1
4088;7.3;0.25;0.27;3.8
4089;6.8;0.27;0.24;4.6
4090;6.7;0.24;0.3;10.2
4091;6.4;0.14;0.28;7.9
4092;6.4;0.5;0.2;2.4
4093;6.6;0.41;0.27;10.7
4094;6.4;0.25;0.28;4.9
4095;6.6;0.41;0.27;10.7
4096;8.0;0.25;0.35;1.1
4097;6.4;0.14;0.28;7.9
4098;6.6;0.21;0.34;5.6
4099;6.4;0.5;0.2;2.4
4100;6.3;0.29;0.23;14.2
4101;6.9;0.37;0.23;9.5
4102;6.9;0.37;0.23;9.5
4103;5.7;0.31;0.28;
4104;6.9;0.45;0.27;4.7
4105;6.9;0.3;0.45;1.4
4106;5.3;0.23;0.56;0.9
4107;6.8;0.3;0.26;20.3
4108;6.7;0.28;0.42;3.5
4109;5.0;0.255;0.22;2.7
4110;7.6;0.4;0.27;1.2
4111;5.5;0.21;0.25;1.2
4112;6.0;0.2;0.25;
4113;6.1;0.17;0.29;1.1
4114;7.5;0.21;0.29;
4115;7.3;0.26;0.32;1.2
4116;6.2;0.35;0.2;
4117;6.2;0.35;0.2;18.1
4118;6.5;0.43;0.31;
4119;6.5;0.4;0.31;
4120;7.4;0.28;0.5;12.1
4121;6.3;0.23;0.22;17.45
4122;6.2;0.34;0.25;12.1
4123;6.6;0.44;0.32;3.0
4124;6.0;0.13;0.36;1.6
4125;6.3;0.17;0.23;5.7
4126;6.3;0.18;0.22;5.6
4127;6.7;0.31;0.34;6.8
4128;6.6;0.33;0.32;15.6
4129;6.3;0.34;0.31;6.0
4130;6.8;0.29;0.32;1.8
4131;7.4;0.31;0.26;8.6
4132;7.4;0.31;0.26;
4133;5.7;0.25;0.27;11.5
4134;6.8;0.27;0.28;7.8
4135;5.9;0.26;0.24;2.4
4136;5.9;0.65;0.23;5.0
4137;7.4;0.31;0.26;8.6
4138;6.6;0.23;0.32;1.5
4139;6.8;0.18;0.35;5.4
4140;6.8;0.28;0.29;
4141;6.8;0.28;0.29;11.9
4142;5.9;0.27;0.27;9.0
4143;6.1;0.25;0.28;10.0
4144;6.8;0.28;0.29;11.9
4145;6.8;0.26;0.29;11.9
4146;7.1;0.13;0.29;15.5
4147;6.8;0.18;0.35;5.4
4148;6.2;0.2;0.25;
4149;5.8;0.24;0.28;1.4
4150;7.6;0.48;0.31;9.4
4151;7.4;0.26;0.32;3.7
4152;6.2;0.2;0.25;
4153;6.1;0.3;0.47;1.4
4154;6.2;0.32;0.5;6.5
4155;6.1;0.3;0.47;1.4
4156;6.3;0.34;0.52;
4157;7.4;0.16;0.3;13.7
4158;7.4;0.16;0.3;13.7
4159;7.4;0.16;0.3;13.7
4160;7.4;0.16;0.3;13.7
4161;7.4;0.16;0.3;
4162;7.4;0.16;0.3;13.7
4163;7.2;0.26;0.38;1.5
4164;7.0;0.31;0.35;1.6
4165;6.6;0.22;0.35;1.4
4166;5.8;0.23;0.31;3.5
4167;6.3;0.17;0.32;1.0
4168;6.0;0.19;0.26;1.4
4169;6.7;0.21;0.34;
4170;7.4;0.16;0.3;13.7
4171;6.6;0.22;0.37;
4172;6.8;0.34;0.27;5.2
4173;7.1;0.34;0.86;1.4
4174;6.3;0.24;0.22;11.9
4175;6.9;0.35;0.39;2.4
4176;6.8;0.24;0.33;
4177;6.4;0.25;0.33;1.7
4178;5.8;0.19;0.33;4.2
4179;6.9;0.24;0.4;15.4
4180;6.5;0.31;0.61;13.0
4181;6.6;0.25;0.32;5.6
4182;7.5;0.38;0.56;9.7
4183;6.2;0.3;0.3;2.5
4184;6.4;0.33;0.28;4.0
4185;6.9;0.24;0.4;15.4
4186;7.6;0.27;0.32;1.2
4187;5.9;0.24;0.34;2.0
4188;5.3;0.33;0.3;1.2
4189;6.4;0.21;0.21;5.1
4190;7.0;0.22;0.3;1.4
4191;7.8;0.27;0.35;1.2
4192;6.7;0.2;0.24;6.5
4193;8.1;0.27;0.33;1.3
4194;6.7;0.2;0.24;6.5
4195;7.1;0.45;0.24;2.7
4196;5.8;0.22;0.29;1.3
4197;6.3;0.3;0.48;7.4
4198;7.9;0.36;0.53;12.9
4199;8.1;0.27;0.33;1.3
4200;8.0;0.24;0.33;1.2
4201;6.7;0.41;0.27;2.6
4202;6.7;0.24;0.31;2.3
4203;6.2;0.3;0.32;1.3
4204;6.9;0.26;0.38;10.5
4205;6.7;0.41;0.27;2.6
4206;5.9;0.32;0.2;14.4
4207;6.1;0.25;0.3;1.2
4208;5.6;0.23;0.29;3.1
4209;6.6;0.23;0.32;1.7
4210;6.0;0.17;0.21;6.0
4211;7.1;0.38;0.42;11.8
4212;6.6;0.31;0.37;6.2
4213;6.5;0.38;0.53;1.4
4214;7.0;0.44;0.24;12.1
4215;7.0;0.44;0.24;12.1
4216;7.0;0.44;0.24;12.1
4217;6.1;0.38;0.14;3.9
4218;8.0;0.33;0.32;
4219;7.0;0.44;0.24;12.1
4220;6.0;0.19;0.29;1.2
4221;6.3;0.28;0.34;8.1
4222;6.1;0.38;0.14;3.9
4223;5.3;0.43;0.11;1.1
4224;5.4;0.22;0.35;6.5
4225;6.2;0.345;0.27;10.1
4226;5.6;0.255;0.57;10.7
4227;5.2;0.2;0.27;
4228;6.2;0.29;0.23;12.4
4229;6.3;0.26;0.25;5.2
4230;6.0;0.22;0.23;
4231;7.5;0.35;0.37;2.5
4232;6.6;0.39;0.28;9.2
4233;6.3;0.23;0.33;6.9
4234;6.3;0.22;0.3;2.0
4235;6.4;0.29;0.18;
4236;6.4;0.29;0.18;15.0
4237;7.5;0.23;0.3;1.2
4238;6.4;0.29;0.18;15.0
4239;5.7;0.28;0.36;1.8
4240;6.5;0.26;0.24;10.8
4241;6.4;0.27;0.29;3.9
4242;5.9;0.22;0.29;4.2
4243;6.8;0.26;0.26;
4244;7.6;0.36;0.48;13.5
4245;7.6;0.35;0.47;13.3
4246;5.7;0.18;0.26;2.2
4247;6.6;0.36;0.47;1.4
4248;5.9;0.14;0.2;1.6
4249;5.5;0.23;0.19;2.2
4250;6.7;0.11;0.26;14.8
4251;7.0;0.24;0.24;1.8
4252;6.7;0.11;0.26;
4253;5.3;0.47;0.1;1.3
4254;7.5;0.29;0.24;9.9
4255;6.0;0.33;0.26;
4256;6.0;0.33;0.26;5.1
4257;5.8;0.32;0.23;1.5
4258;5.8;0.3;0.23;1.5
4259;3.8;0.31;0.02;11.1
4260;6.2;0.36;0.22;5.25
4261;6.0;0.31;0.27;2.3
4262;6.9;0.52;0.54;7.9
4263;7.0;0.55;0.05;8.0
4264;5.8;0.2;0.16;1.4
4265;6.2;0.36;0.22;5.25
4266;6.0;0.31;0.27;2.3
4267;6.0;0.29;0.27;2.3
4268;5.7;0.22;0.29;3.5
4269;7.1;0.46;0.23;13.7
4270;6.6;0.21;0.3;
4271;6.9;0.42;0.2;15.4
4272;5.7;0.22;0.2;
4273;5.7;0.22;0.2;16.0
4274;5.7;0.22;0.2;16.0
4275;5.7;0.22;0.2;16.0
4276;5.2;0.31;0.2;2.4
4277;7.2;0.22;0.35;5.5
4278;5.6;0.18;0.29;2.3
4279;6.2;0.24;0.27;16.8
4280;5.7;0.22;0.2;16.0
4281;5.7;0.26;0.24;17.8
4282;5.7;0.26;0.24;17.8
4283;6.0;0.2;0.26;
4284;6.0;0.2;0.26;6.8
4285;6.0;0.2;0.26;6.8
4286;6.0;0.2;0.26;6.8
4287;7.6;0.28;0.17;1.6
4288;7.0;0.2;0.33;4.7
4289;6.6;0.26;0.27;11.8
4290;5.7;0.26;0.24;17.8
4291;7.2;0.21;0.36;15.7
4292;6.9;0.22;0.32;5.8
4293;7.2;0.21;0.36;15.7
4294;7.4;0.22;0.28;9.0
4295;7.2;0.21;0.36;15.7
4296;6.9;0.22;0.32;5.8
4297;7.0;0.2;0.35;8.8
4298;5.6;0.26;0.0;10.2
4299;6.3;0.28;0.3;
4300;6.4;0.29;0.3;6.5
4301;7.2;0.34;0.23;8.9
4302;7.1;0.39;0.39;11.1
4303;6.9;0.26;0.29;
4304;6.1;0.24;0.25;1.6
4305;5.9;0.25;0.24;7.4
4306;6.1;0.24;0.27;11.5
4307;6.5;0.22;0.27;1.6
4308;6.2;0.26;0.29;2.0
4309;6.6;0.34;0.25;4.8
4310;5.6;0.225;0.24;9.8
4311;7.1;0.23;0.28;1.9
4312;6.9;0.26;0.29;4.2
4313;6.4;0.27;0.3;1.6
4314;6.3;0.41;0.22;7.3
4315;6.7;0.41;0.24;5.4
4316;7.2;0.585;0.2;10.4
4317;6.7;0.34;0.26;1.9
4318;6.3;0.41;0.22;
4319;6.7;0.41;0.24;5.4
4320;6.4;0.26;0.35;7.7
4321;6.3;0.28;0.22;11.5
4322;7.4;0.16;0.33;
4323;8.4;0.27;0.3;2.2
4324;5.9;0.2;0.28;1.0
4325;6.4;0.24;0.26;8.2
4326;7.4;0.38;0.34;8.3
4327;6.4;0.24;0.26;
4328;6.4;0.42;0.19;9.3
4329;6.4;0.23;0.26;8.1
4330;6.4;0.24;0.26;
4331;7.4;0.38;0.34;8.3
4332;7.3;0.19;0.27;13.9
4333;7.3;0.19;0.27;13.9
4334;7.3;0.19;0.27;
4335;7.3;0.19;0.27;
4336;7.3;0.19;0.27;
4337;7.3;0.19;0.27;13.9
4338;7.3;0.19;0.27;13.9
4339;6.8;0.24;0.29;2.0
4340;7.3;0.19;0.27;13.9
4341;7.4;0.27;0.52;15.7
4342;5.7;0.28;0.35;1.2
4343;5.8;0.22;0.25;1.5
4344;6.7;0.27;0.69;1.2
4345;7.1;0.2;0.35;3.2
4346;6.7;0.27;0.69;1.2
4347;7.1;0.23;0.3;2.6
4348;7.6;0.31;0.52;13.2
4349;7.2;0.34;0.28;10.4
4350;7.0;0.36;0.25;
4351;6.4;0.31;0.28;2.5
4352;7.3;0.28;0.35;1.6
4353;7.4;0.16;0.3;1.4
4354;6.4;0.31;0.27;7.4
4355;6.4;0.31;0.28;2.5
4356;6.2;0.29;0.29;5.6
4357;5.9;0.28;0.34;3.6
4358;6.5;0.23;0.2;
4359;7.2;0.34;0.2;5.8
4360;7.3;0.28;0.35;1.6
4361;6.5;0.2;0.33;1.5
4362;6.2;0.24;0.27;2.9
4363;7.1;0.31;0.25;11.2
4364;6.4;0.29;0.21;9.65
4365;6.3;0.19;0.33;10.1
4366;5.9;0.29;0.28;3.2
4367;7.1;0.31;0.25;11.2
4368;6.5;0.3;0.28;11.45
4369;6.4;0.29;0.21;9.65
4370;6.5;0.22;0.19;4.5
4371;7.0;0.23;0.28;2.7
4372;7.1;0.23;0.23;3.5
4373;6.1;0.26;0.28;1.7
4374;6.4;0.35;0.21;2.1
4375;6.0;0.32;0.32;4.8
4376;6.1;0.34;0.21;5.0
4377;6.5;0.13;0.27;2.6
4378;6.5;0.315;0.2;6.6
4379;6.1;0.34;0.21;5.0
4380;5.7;0.31;0.29;
4381;6.4;0.3;0.27;5.0
4382;7.0;0.24;0.26;1.7
4383;6.5;0.13;0.27;2.6
4384;6.4;0.26;0.21;8.2
4385;6.4;0.26;0.21;8.2
4386;6.0;0.27;0.31;5.0
4387;7.1;0.21;0.33;1.2
4388;6.7;0.26;0.29;7.1
4389;6.3;0.28;0.22;9.5
4390;6.2;0.25;0.44;15.8
4391;7.3;0.22;0.37;15.5
4392;6.2;0.25;0.44;15.8
4393;6.4;0.18;0.28;17.05
4394;6.3;0.2;0.26;12.7
4395;6.6;0.24;0.22;12.3
4396;7.4;0.27;0.26;11.8
4397;7.4;0.27;0.26;11.8
4398;7.4;0.27;0.26;
4399;6.6;0.24;0.22;12.3
4400;7.4;0.27;0.26;11.8
4401;7.1;0.38;0.29;13.6
4402;6.8;0.43;0.26;5.2
4403;5.2;0.22;0.46;6.2
4404;5.9;0.29;0.16;7.9
4405;5.9;0.29;0.16;7.9
4406;6.3;0.29;0.29;3.3
4407;6.3;0.19;0.32;2.8
4408;5.7;0.29;0.16;7.9
4409;6.3;0.29;0.29;3.3
4410;5.7;0.24;0.47;6.3
4411;5.8;0.3;0.38;
4412;7.1;0.27;0.27;10.4
4413;5.8;0.3;0.38;4.9
4414;7.1;0.27;0.27;10.4
4415;6.3;0.305;0.22;16.0
4416;5.7;0.24;0.47;6.3
4417;6.2;0.22;0.28;2.2
4418;6.6;0.22;0.23;17.3
4419;6.6;0.22;0.23;17.3
4420;6.6;0.22;0.23;
4421;6.6;0.22;0.23;17.3
4422;6.2;0.22;0.28;2.2
4423;6.2;0.22;0.28;2.2
4424;6.6;0.22;0.23;17.3
4425;6.1;0.22;0.5;
4426;6.2;0.21;0.52;6.5
4427;6.3;0.32;0.26;12.3
4428;6.9;0.44;0.27;
4429;6.1;0.31;0.34;2.8
4430;8.1;0.36;0.59;13.6
4431;6.6;0.38;0.28;2.8
4432;6.7;0.24;0.26;5.4
4433;6.9;0.56;0.26;10.9
4434;7.2;0.24;0.24;1.7
4435;6.5;0.29;0.3;9.15
4436;6.7;0.28;0.28;4.5
4437;6.5;0.29;0.3;
4438;6.1;0.21;0.19;1.4
4439;7.2;0.47;0.16;5.9
4440;6.7;0.34;0.31;16.4
4441;6.6;0.27;0.25;1.2
4442;6.7;0.34;0.31;16.4
4443;7.2;0.47;0.16;5.9
4444;5.0;0.35;0.25;7.8
4445;5.0;0.35;0.25;7.8
4446;4.4;0.46;0.1;2.8
4447;6.6;0.38;0.29;2.9
4448;7.3;0.3;0.25;2.5
4449;6.4;0.28;0.22;12.8
4450;6.9;0.29;0.25;
4451;6.3;0.3;0.19;7.7
4452;6.3;0.39;0.22;2.8
4453;6.6;0.38;0.29;2.9
4454;6.6;0.18;0.26;17.3
4455;6.0;0.28;0.29;
4456;6.0;0.28;0.29;19.3
4457;6.0;0.28;0.29;19.3
4458;6.6;0.35;0.26;2.7
4459;5.9;0.22;0.18;6.4
4460;6.6;0.18;0.26;17.3
4461;7.7;0.28;0.24;
4462;7.1;0.42;0.2;2.8
4463;6.7;0.32;0.32;1.7
4464;6.6;0.26;0.56;15.4
4465;6.6;0.26;0.56;15.4
4466;6.2;0.32;0.24;4.1
4467;6.3;0.25;0.27;6.6
4468;6.2;0.21;0.24;1.2
4469;6.4;0.23;0.27;
4470;4.7;0.145;0.29;1.0
4471;6.2;0.2;0.28;1.1
4472;7.0;0.28;0.28;1.4
4473;7.1;0.36;0.2;1.6
4474;5.7;0.25;0.22;9.8
4475;5.7;0.22;0.33;1.9
4476;6.0;0.2;0.38;1.3
4477;6.4;0.32;0.26;7.9
4478;6.4;0.32;0.26;7.9
4479;6.0;0.555;0.26;4.5
4480;5.9;0.22;0.45;22.6
4481;6.4;0.32;0.26;7.9
4482;6.2;0.3;0.33;
4483;5.8;0.28;0.18;1.2
4484;5.8;0.555;0.26;
4485;6.7;0.31;0.33;2.0
4486;6.4;0.15;0.25;7.8
4487;6.4;0.13;0.28;0.9
4488;6.7;0.48;0.49;2.9
4489;6.7;0.48;0.49;2.9
4490;5.8;0.3;0.33;3.5
4491;6.1;0.28;0.23;4.2
4492;6.0;0.19;0.37;9.7
4493;6.8;0.31;0.25;10.5
4494;7.5;0.24;0.29;1.1
4495;6.8;0.23;0.39;16.1
4496;7.5;0.24;0.29;1.1
4497;6.3;0.29;0.3;8.1
4498;6.8;0.2;0.25;6.2
4499;5.2;0.38;0.26;7.7
4500;7.8;0.27;0.33;2.4
4501;6.6;0.54;0.21;16.3
4502;7.1;0.25;0.31;2.3
4503;5.8;0.61;0.01;8.4
4504;6.5;0.32;0.23;8.5
4505;6.4;0.28;0.23;6.0
4506;6.6;0.19;0.28;1.1
4507;5.1;0.305;0.13;1.75
4508;5.8;0.26;0.3;2.6
4509;6.7;0.23;0.17;1.3
4510;6.8;0.33;0.3;2.1
4511;6.1;0.27;0.32;1.1
4512;6.1;0.27;0.32;1.1
4513;6.8;0.4;0.29;2.8
4514;6.1;0.4;0.18;9.0
4515;7.1;0.28;0.26;2.8
4516;6.2;0.32;0.32;2.2
4517;6.8;0.17;0.17;5.1
4518;9.0;0.2;0.33;3.5
4519;5.8;0.13;0.22;12.7
4520;5.8;0.31;0.31;7.5
4521;6.3;0.36;0.2;
4522;9.0;0.2;0.33;3.5
4523;6.7;0.18;0.25;14.3
4524;6.6;0.16;0.25;9.8
4525;5.8;0.13;0.22;12.7
4526;5.8;0.27;0.22;12.7
4527;6.8;0.17;0.17;5.1
4528;6.4;0.37;0.19;3.5
4529;7.3;0.26;0.53;12.7
4530;7.3;0.28;0.54;12.9
4531;7.3;0.28;0.54;12.9
4532;5.8;0.12;0.21;1.3
4533;6.1;0.25;0.18;10.5
